facility_id,facility_name,city,state,zip_code,primary_naics_code,industry_type_subpart,industry_type_sector,total_emissions_2020,total_emissions_2019,total_emissions_2018,total_emissions_2017,total_emissions_2016,total_emissions_2015,total_emissions_2014,total_emissions_2013,total_emissions_2012,total_emissions_2011
1004377,121 REGIONAL DISPOSAL FACILITY,MELISSA,TX,75454,562212,HH,Waste,504064.0,518680.25,653854.0,250497.5,221014.75,199011.75,241883.5,289953.25,204000.0,194000.0
1000112,23rd and 3rd,BROOKLYN,NY,11232,221112,"C,D",Power Plants,60819.7,44658.384,70705.288,52698.656,66797.352,67399.252,40722.2,102599.22,68984.744,100591.828
1003742,31st Street Landfill,WESTCHESTER,IL,60154,562212,"C,HH",Waste,100500.948,18925.4,31220.15,29026.8,120657.6,92696.6,120707.35,97467.5,87357.75,95113.25
1003188,3M BROWNWOOD,BROWNWOOD,TX,76801,326113,"C,N",Minerals,29359.64,30571.636,34432.42,36202.264,31773.48,36754.712,36419.864,34821.82,33671.924,37149.36
1005043,3M CO,MAPLEWOOD,MN,55144,541715,C,Other,82308.238,106258.176,104995.534,76595.41,79174.0,79440.076,81855.4,80335.194,72407.026,76373.372
1003739,3M CO - GUIN,GUIN,AL,35563,326113,"C,N",Minerals,27083.0,29770.94,28622.296,25133.956,18948.028,31694.636,33684.328,32082.184,31178.788,29977.592
1007698,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,54401,212313,C,Other,46909.124,45435.226,40427.048,42620.94,36574.112,22926.664,26667.0,29429.54,27702.296,28388.544
1004206,3M COMPANY,DECATUR,AL,35609,325211,"C,L,OO","Chemicals,Industrial Gas Suppliers",44016.264024,46652.134232,48998.483072,47331.524872,48267.93266,47000.287444,53024.89056,58214.7428,57279.4644,60442.67208
1006665,3M CORDOVA,CORDOVA,IL,61242,325998,"C,L,OO","Chemicals,Industrial Gas Suppliers",657865.8974,766971.8816,723397.9932,713887.6054,697084.3049,889484.7437,1230363.0352,2289068.5036,1485532.2505,1380760.00524115
1004836,3M Cottage Grove Center - Site,Cottage Grove,MN,55016,325998,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals",49540.272991,32126.480472,40325.9443,33796.9101,41687.8354,45416.31069,66306.62896,64664.1074,56198.97,73653.198
1003408,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72206,212399,C,Other,33733.426,30635.384,25541.604,29695.888,30646.084,24870.356,31188.932,28078.744,21306.22,22891.564
1004914,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,326199,C,Other,39621.3,39937.9,38917.952,37906.756,31373.332,36316.764,39453.852,37107.36,36169.064,39973.448
1004804,3M NEVADA PLANT,NEVADA,MO,64772,326113,C,Other,31562.832,33839.77,33196.276,30529.336,30263.836,31007.384,27259.448,29197.34,28930.992,30394.636
1004680,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,562212,HH,Waste,63873.5,67620.0,71586.5,75785.5,80230.75,84936.75,89918.75,95193.0,100776.5,106687.75
1000766,59th Street,NEW YORK,NY,10019,221330,C,Power Plants,149968.982,224910.106,260405.936,218874.796,232873.708,238778.194,262718.648,206935.342,199034.55,265415.758
1007733,69TH ST WWTP,HOUSTON,TX,77020,221320,C,Other,21730.668,24201.708,21834.068,22707.964,22362.816,26395.6,27184.248,26929.748,26822.848,25928.352
1000767,74th Street,NEW YORK,NY,10021,221330,C,Power Plants,174902.712,254385.114,270795.33,194944.188,205696.23,255020.78,272983.418,226196.74,148328.41,297071.804
1001033,A B Brown Generating Station,MOUNT VERNON,IN,47620,221112,D,Power Plants,2386473.354,2789540.744,2741626.714,2172917.248,2315093.224,2663665.556,3143355.92,2556867.744,2538211.824,2270617.68
1006009,ABB Inc.,Mt. Pleasant,PA,15666,335313,SS,Other,11023.8,15043.44,4468.8,6495.72,4550.88,10898.4,21637.2,70789.44,114.0,27106.92
1002983,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,424210,C,Other,55009.392,54130.096,54787.244,55489.192,55832.74,56777.334,64177.574,68720.94,58630.792,75805.464
1007514,ABBVIE LTD.,BARCELONETA,PR,617,325412,C,Chemicals,64383.468,86980.038,86045.7,82095.45,85474.85,95561.37,98333.766,106357.646,110110.44,116626.036
1004511,ABC COKE,TARRANT,AL,35217,324199,"C,Q",Metals,171414.198,177086.876,176844.078,166390.22,161315.038,171606.494,201540.706,199654.2,214858.5,223890.3
1005353,ABERDEEN ENERGY LLC,MINA,SD,57451,325193,C,Other,196953.308,193369.872,194354.968,189764.636,189764.636,180568.92,174747.692,182302.264,172174.552,162005.144
1006971,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,928110,C,Other,95765.878,108122.626,106920.024,83575.72,80483.606,69918.52,54155.474,33282.086,40467.052,51104.972
1002627,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,325193,"C,II","Other,Waste",142519.35,140703.258,170171.848,177140.222,174562.492,178561.368,179161.664,180438.26,172951.432,167013.704
1002685,AC 857 A,Offshore,TX,0,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,195340.752,214992.532,214868.72,209376.546,265377.77,275627.372,229358.716,180859.878,175745.18,134678.516
1006529,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,562111,HH,Waste,45082.5,53725.25,53049.5,52774.25,52502.75,51686.5,51001.0,50322.75,49691.0,47807.5
1004761,ACE ETHANOL LLC,STANLEY,WI,54768,325193,"C,PP","Other,Suppliers of CO2",69300.84,75591.916,73526.124,73406.124,74011.772,73115.024,75143.268,72119.23,71600.98,70091.236
1005601,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,327120,C,Minerals,26692.3,26165.752,27772.696,26481.6,55858.24,58615.68,29376.34,31235.332,24725.356,22273.0
1005046,ACME GYPSUM FACILITY,QUANAH,TX,79252,327420,C,Minerals,39773.0,39610.7,38344.156,37790.608,39418.452,35616.516,34729.62,28972.14,28780.592,29403.14
1002731,ADA COGENERATION,ADA,MI,49355,221112,C,Power Plants,85831.676,81392.592,100988.82,95251.54,93656.996,94984.492,109183.288,100435.022,89412.964,108163.192
1003752,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,325998,C,Chemicals,194427.156,172184.88,197306.896,183758.036,220376.876,188762.668,143455.08,97533.63,126979.98,62533.968
1003422,ADKINS ENERGY LLC,LENA,IL,61048,325193,C,Other,86205.076,91352.056,84644.032,85443.128,80070.748,76422.312,74812.268,67654.596,65913.002,73368.674
1002154,ADM - MANKATO,MANKATO,MN,56001,311225,C,Other,139900.224,90584.588,129574.91,129892.802,138907.888,143286.47,138201.4,137337.738,96361.56,129094.78
1006047,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,311221,"C,II","Other,Waste",2338390.15,3071299.446,3008750.946,3053653.682,2952187.862,3048420.424,3022790.716,2916363.878,3233301.058,3018343.17
1006208,ADM CORN PROCESSING,CLINTON,IA,52732,311221,"C,TT","Other,Waste",2110774.534,2088384.04,2089938.928,1939935.277,2024063.47,2151829.934,2272580.96,2188314.938,2010290.49,2061252.446
1000376,ADM QUINCY,QUINCY,IL,62305,311224,C,Other,104084.408,109506.606,102194.748,117650.22,131129.504,195047.938,152630.298,147569.168,164391.43,166895.286
1006080,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,322110,C,Pulp and Paper,26863.848,26210.152,31847.27,30339.624,28638.938,24860.4,24508.052,23341.412,25097.256,27081.248
1000034,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,311224,C,Other,153766.68,149818.092,155623.274,145234.284,150870.244,144115.254,141702.51,133350.86,142430.784,147019.712
1001991,ADRIAN LANDFILL,ADRIAN,MI,49221,562212,HH,Waste,6576.25,6905.0,7499.75,8235.0,9104.75,14142.25,16305.15,16353.3,18518.3,34758.948
1001633,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,562212,"C,HH",Waste,141324.158,137465.812,94485.658,79728.652,85030.5,97230.5,124823.75,87961.0,92917.5,106789.0
1001636,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,562212,HH,Waste,319537.0,320648.0,309782.0,218748.25,206818.5,137389.0,164077.25,311950.25,292924.0,106262.5
1006790,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,562212,HH,Waste,151287.25,145819.0,143100.5,117889.25,91961.5,90617.5,122873.75,75749.75,60150.0,95842.25
1002094,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,562212,HH,Waste,4266.75,7440.0,8221.3,26421.2,23065.6,24335.75,18855.2,32730.8,38172.1,12461.1
1001845,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,562212,"C,HH",Waste,20077.15,36865.698,22295.696,22308.646,28204.848,35228.75,30677.05,36060.05,44418.55,27099.0
1003038,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,562212,"C,HH",Waste,21802.698,15454.648,33138.798,29459.898,29119.05,27558.75,24570.9,17676.15,21667.55,26828.7
1006979,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,562212,HH,Waste,5362.25,5324.0,5774.75,6111.0,7778.0,8606.0,9383.25,9530.0,10848.75,24171.0
1001637,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,562212,"C,HH",Waste,192679.1,184687.6,156829.2,121900.95,133228.6,168657.45,113312.9,105230.3,138458.4,78595.9
1006963,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,562212,"C,HH",Waste,33001.6,29269.75,34028.2,49066.45,43782.65,28856.8,43911.0,46213.6,42936.6,53378.1
1000627,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,23836,325211,C,Other,57749.83,60337.412,54836.588,58554.38,58711.368,49418.096,46014.576,45318.778,40862.796,40021.946
1000630,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,23860,325199,"C,G,PP","Chemicals,Suppliers of CO2",1181515.788,1241380.064,995690.3,1040591.29,958521.876,974277.288,1054912.63,1115670.506,1151345.38,999354.416
1005310,AES - PUERTO RICO COGENERATION PLANT,GUAYAMA,PR,785,221112,C,Power Plants,3431800.86,4455499.092,3079369.918,2478454.072,3949680.502,3433759.136,3732438.376,3692531.442,3459977.708,3682689.134
1001444,AES Alamitos,LONG BEACH,CA,90803,221112,"C,D",Power Plants,823899.996,531900.472,686655.256,591937.056,599958.876,684931.612,841011.832,895173.732,949253.836,693852.344
1005972,AES HAWAII INC,KAPOLEI,HI,96707,221112,C,Power Plants,1186453.736,1309102.42,1287782.31,1473806.46,1930487.772,1643792.706,1767528.436,1686962.128,1824245.528,1681827.486
1001447,AES Huntington Beach,HUNTINGTON BEACH,CA,92646,221112,"C,D",Power Plants,516763.936,255988.948,201661.552,256547.5,298418.244,432232.948,530032.636,498432.852,693421.48,661647.948
1001450,AES Redondo Beach,REDONDO BEACH,CA,90277,221112,D,Power Plants,239844.36,171792.812,194694.98,352462.044,213419.06,318386.968,177465.292,223221.724,409497.132,314013.496
1001223,AES Warrior Run,CUMBERLAND,MD,21502,221112,"C,D,PP","Power Plants,Suppliers of CO2",1117382.992,1226185.332,1212774.492,1233626.17,1091102.582,1324825.018,1367442.996,1482156.434,1408065.392,1487364.736
1003853,AFTON CHEMICAL CORP,SAUGET,IL,62201,324191,C,Petroleum and Natural Gas Systems,50044.16,51203.208,50153.512,49646.612,48641.416,49461.264,50470.76,45603.128,41473.744,44437.032
1007551,AG Energy,Ogdensburg,NY,13669,221112,"C,D",Power Plants,7329.672,8452.968,8596.068,8104.12,8417.368,9454.464,9323.564,9405.0,9060.4,10524.6
1006054,AG PROCESSING INC-EAGLE GROVE,EAGLE GROVE,IA,50533,311224,C,Other,66086.452,68459.474,105532.062,108347.058,129447.302,131086.096,127059.26,116196.52,159888.51,159666.156
1002291,AG PROCESSING INCORPORATED A COOPERATIVE,DAWSON,MN,56232,311224,C,Other,38906.004,42325.64,36194.564,34376.92,33267.424,32544.728,32785.706,24991.556,22220.12,23533.72
1007333,AGC FLAT GLASS N AMERICA INC,RICHMOND,KY,40475,327211,"C,N",Minerals,77596.454,94867.692,80102.0,187268.058,169184.144,130879.048,69030.128,90720.636,132033.0,101820.592
1004631,AGC FLAT GLASS NORTH AMERICA SPRING HILL PLANT,SPRING HILL,KS,66083,327211,"C,N",Minerals,101902.568,103900.116,105795.108,107440.608,106728.712,100719.08,98877.532,100289.076,96834.38,95890.428
1005824,AGC-GREENLAND FLATGLASS PLANT,CHURCH HILL,TN,37642,327211,"C,N",Minerals,117946.716,130930.104,119200.356,133064.272,130185.24,129688.14,126933.052,103158.5,111224.958,93463.44
1002067,AGP SOY/CORN PROCESSING,HASTINGS,NE,68901,311224,C,Other,184240.124,226105.372,215933.418,199879.742,160396.604,153707.268,144421.916,216147.536,243054.912,264320.02
1005284,AGRI ENERGY LLC,LUVERNE,MN,56156,325199,"C,II","Chemicals,Waste",5563.08,27128.198,37588.258,39921.45,35119.268,327.448,29169.44,8320.768,20053.274,39010.552
1002380,AGRIUM US BORGER NITROGEN OPERATIONS,BORGER,TX,79007,325311,"C,G,PP","Chemicals,Suppliers of CO2",955607.872,902306.712,1232578.78,852522.156,747135.884,828959.472,921696.592,888228.902,986925.656,960401.74
1004236,AGRIUM US INC - KFO,KENNEWICK,WA,99337,325311,"C,U,V",Chemicals,145127.444,145449.44,119949.492,144289.992,151370.692,155888.044,132249.148,154497.244,146925.596,110765.796
1001919,AHN Heartland Ingredients,EDDYVILLE,IA,52553,311119,C,Other,111912.628,127169.972,142605.264,140750.32,119425.6,116558.612,120451.196,116984.86,110569.784,108640.84
1006430,"AIR LIQUID LARGE INDUSTRIES US, LP",EL SEGUNDO,CA,90245,325120,P,Chemicals,556606.1,601812.2,574912.2,629814.3,642976.0,550717.4,615454.5,582787.4,586790.8,587606.2
1003724,AIR LIQUIDE - CORPUS CHRISTI SMR,CORPUS CHRISTI,TX,78407,325120,P,Chemicals,367763.2,405375.2,428722.1,375203.2,447275.3,478965.4,398428.8,417676.7,427677.8,384317.0
1003730,AIR LIQUIDE - FREEPORT HYCO PLANT,FREEPORT,TX,77541,325120,"C,P",Chemicals,203358.2,204163.1,257.3,187348.44,186622.784,172195.796,17656.376,15132.492,0.0,0.0
1003780,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,PORT NECHES,TX,77651,325120,C,Chemicals,4217.184,224753.604,169491.06,195211.564,212344.5,212034.252,186342.948,206193.166,206460.166,208188.316
1003910,AIR LIQUIDE AMERICA CORP,LONGVIEW,TX,75602,325120,P,Chemicals,398199.2,421383.3,392155.8,440288.7,464314.8,495416.2,414291.6,430713.0,386848.0,389836.0
1006115,AIR LIQUIDE AMERICA CORP.,GEISMAR,LA,70734,325120,C,Chemicals,349268.836,337135.98,376732.132,325216.476,434745.012,459081.672,214865.692,471190.024,459098.02,362954.132
1003591,AIR LIQUIDE GEISMAR UTILITY SERVICES,GEISMAR,LA,70734,221330,C,Power Plants,113676.428,156240.194,157879.656,243.0,132239.052,136964.984,200471.996,101777.216,97064.284,114174.02
1003748,AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,RODEO,CA,94572,325120,P,Chemicals,881232.4,800781.6,861882.4,836849.5,769834.8,817993.8,812331.2,884054.9,765747.2,645334.9
1003013,AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,WESTLAKE,LA,70669,325120,P,Chemicals,642856.6,661607.6,704352.4,754846.6,854424.3,801530.8,871910.8,808508.0,777691.0,829917.0
1002754,AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,CONVENT,LA,70723,325120,P,Chemicals,569828.4,515418.9,647385.6,701382.5,715511.0,700490.6,661624.1,677191.0,652674.0,737875.0
1002698,AIR PRODUCTS & CHEMICALS INC - Geismar SMR,GEISMAR,LA,70734,325120,"P,PP","Chemicals,Suppliers of CO2",56325.0,59766.8,57053.3,53144.0,51276.0,62556.3,131236.8,52191.0,94510.0,51184.0
1003009,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,NEW ORLEANS,LA,70129,325120,"C,P",Chemicals,199762.0,237131.696,239562.74,288393.24,252126.64,225715.84,201205.64,220230.288,227751.288,300517.412
1002121,AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,MARTINEZ,CA,94553,325120,P,Chemicals,526494.9,717297.2,656894.1,776437.6,723982.5,742219.1,692752.1,719190.4,677782.4,756312.0
1002122,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",MARTINEZ,CA,94553,325120,P,Chemicals,87288.672,264073.012,260155.308,232285.024,264047.964,196659.192,255066.636,270210.57,217135.44,258513.29
1005809,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,CATLETTSBURG,KY,41129,325120,P,Chemicals,123064.7,145290.5,148037.4,176811.4,200141.4,221255.8,191344.9,192346.2,217435.0,208525.1
1002727,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,GARYVILLE,LA,70051,325120,P,Chemicals,790406.7,866609.9,913954.5,890023.7,930932.9,916355.0,831689.6,878248.0,887542.0,930792.0
1002123,AIR PRODUCTS AND CHEMICALS INCORPORATED,SACRAMENTO,CA,95826,325120,P,Chemicals,48575.2,47119.8,49661.8,46574.1,45361.1,44246.3,44825.6,43639.9,47584.4,45158.4
1002430,AIR PRODUCTS BAYTOWN PLANT,BAYTOWN,TX,77520,325120,C,Chemicals,109271.936,105219.104,166849.16,361040.262,356928.254,342308.9,273981.724,474277.376,499898.664,470308.896
1002257,AIR PRODUCTS CARSON HYDROGEN PLANT,CARSON,CA,90810,325120,P,Chemicals,507837.8,698524.9,729558.4,612023.4,743174.1,672737.2,682241.0,719695.1,703550.1,616050.6
1002435,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,WILMINGTON,CA,90744,325120,P,Chemicals,705789.35,819053.45,823796.32,747630.65,647101.08,632469.67,769301.2,607535.87,603018.4,678031.7
1000274,AK Steel Corporation - Middletown,MIDDLETOWN,OH,45043,331110,"C,Q",Metals,4069594.746,4377141.214,4419090.466,4417271.59,4569484.428,4485150.388,5265994.726,4159746.102,4595951.786,4521362.892
1003129,AKER PLANT,STREETMAN,TX,75859,211130,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",36973.562,34639.72,38029.658,37900.458,23633.72,40335.502,51722.522,72840.556,63647.75,66978.32
1006088,AKRON REGIONAL LANDFILL *,AKRON,OH,44313,562212,HH,Waste,3682.25,3263.25,1319.5,2535.25,1463.25,3591.5,1790.25,1742.25,4465.378,3650.0
1005149,AL CORN CLEAN FUEL,CLAREMONT,MN,55924,325193,C,Other,162045.388,165457.576,139472.624,77045.66,78167.156,71172.132,75059.768,78377.306,74912.418,76104.564
1007917,"ALABAMA RIVER CELLULOSE, LLC",PERDUE HILL,AL,36470,322110,"AA,C,TT","Pulp and Paper,Waste",314977.706,300705.582,301505.568,270939.484,383602.694,363902.224,347879.576,320569.344,351220.778,330183.672
1007272,ALADDIN MILLS - ANTIOCH RD PLA NT,DALTON,GA,30720,314110,C,Other,45423.68,44824.632,46052.764,48073.968,42091.792,43488.384,44145.568,52679.744,48365.818,54614.088
1006276,ALBANY LANDFILL,ALBANY,NY,12205,562212,HH,Waste,67261.5,68477.75,62364.0,47674.5,44025.5,156346.5,134991.75,107917.5,84452.25,75360.75
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,PASADENA,TX,77503,325199,C,Chemicals,46683.212,45589.318,52779.69,45153.718,48002.72,69219.14,81715.792,53608.55,75390.22,83870.18
1004307,ALBEMARLE CORPORATION-SOUTH PLANT,MAGNOLIA,AR,71753,325180,C,Chemicals,80774.496,75618.916,64486.556,80166.848,78051.756,79732.5,84674.78,77119.408,73685.672,90107.23
1001877,ALCOA INC - WARRICK OPERATIONS,NEWBURGH,IN,47629,331313,"C,D,F","Metals,Power Plants",5963440.226,5235337.915,5379019.292,3467216.613,4457285.265,6827547.906,6777676.776,6608802.944,6528200.042,6875397.982
1003562,ALCOA INTALCO WORKS,FERNDALE,WA,98248,331313,"C,F,TT","Metals,Waste",595364.455,1060050.628,1130624.339,1092946.06,1261363.815,1195785.657,1326684.172,1234637.214,1146835.2,1126012.05
1003201,ALCOA WORLD ALUMINA ATLANTIC,POINT COMFORT,TX,77978,331313,"C,TT","Metals,Waste",14102.448,15203.794,18145.736,17378.59,191045.788,959990.606,935628.118,922339.436,843830.086,825303.04
1003147,ALCOA-MARYVILLE-BLOUNT COUNTY LANDFILL,Friendsville,TN,37737,562212,HH,Waste,68070.5,70912.0,71551.75,75342.5,52875.75,44551.0,47475.0,44947.75,40473.5,39429.25
1006045,ALERIS ROLLED PRODUCTS INC,LEWISPORT,KY,42351,331314,C,Metals,156516.76,179769.124,187818.592,154615.868,172195.452,178364.528,172712.0,165242.528,165328.476,164487.28
1004335,ALL PURPOSE LANDFILL,SANTA CLARA,CA,95050,562212,HH,Waste,43657.25,46441.25,53319.0,49114.5,53974.5,53404.5,58810.5,60012.75,53496.25,54646.75
1005862,ALLEGANY BALLISTICS LABORATORY,KEYSER,WV,26726,336415,C,Other,26484.0,24633.956,24197.208,23652.104,23759.564,18553.322,30310.774,31156.97,28793.558,28584.808
1007192,ALLEN COUNTY PUBLIC WORKS,LA HARPE,KS,66751,562212,"C,HH",Waste,68215.896,67800.574,66063.768,63782.424,57309.94,57499.612,52747.006,51907.388,52595.974,55266.512
1005887,ALLIANCE COMPRESSOR STATION,JUSTIN,TX,76247,211130,"C,W-PROC",Petroleum and Natural Gas Systems,43989.846,57690.338,60914.264,59832.174,58883.82,63911.622,150528.32,119187.836,93604.524,87268.862
1005705,ALLIANCE PIPELINE - OLIVIA 23-A,BIRD ISLAND,MN,55310,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,65609.304,101106.226,90212.36,95617.09,90468.41,89871.362,93088.1,85767.48,84721.982,91155.658
1001559,ALLIANCE PIPELINE L.P. - MANCHESTER,MANCHESTER,IA,52057,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,77053.26,90168.114,85176.18,85971.326,79420.952,82023.342,83451.536,82763.24,76060.516,82076.492
1001560,ALLIANCE PIPELINE LP,TAMPICO,IL,61283,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,54224.446,61352.476,56983.786,57930.382,51308.858,54303.896,55522.992,54950.744,54771.844,50525.216
1000245,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",FAIRMOUNT,ND,58030,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,81961.292,104568.462,92962.85,92220.652,94331.394,93322.2,97142.334,92617.802,81871.444,92915.152
1001558,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",WIMBLEDON,ND,58492,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,53155.45,104653.912,93306.098,91983.354,93117.25,96939.486,98527.48,95901.19,91421.506,84781.182
1007645,ALLIANCE SANI LDFL,TAYLOR,PA,18517,562212,"C,HH",Waste,60734.548,62524.848,45358.194,40051.694,47109.694,47414.944,41422.844,38990.846,57909.334148,61382.522
1000048,"ALLISON TRANSMISSION, Inc.",INDIANAPOLIS,IN,46222,336350,C,Other,22579.148,25575.59,24780.11,22204.068,25660.38,26049.738,28704.902,24677.988,26824.62,25287.094
1004327,ALMATIS INC - BAUXITE ARKANSAS,Benton,AR,72015,331313,C,Metals,48298.968,63391.412,66296.4,60905.82,22802.664,53956.696,54560.044,49.9,26206.056,290.79
1007622,ALON REFINING KROTZ SPRINGS INC,KROTZ SPRINGS,LA,70750,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",354930.17,571124.792,551376.858,550753.272,515519.334,445406.45,535457.634,530019.408,533875.784,456684.814
1007291,ALPHA RIDGE LANDFILL,MARRIOTTSVILLE,MD,21104,562212,"C,HH",Waste,16106.03,15695.512,19372.626,23331.186,28554.438,29709.442,31275.47,32301.468,36548.404,26094.9
1007401,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",HAVERHILL,OH,45636,325194,C,Chemicals,48314.968,60866.23,45397.48,24325.708,8087.82,17892.532,35043.468,36442.11,28250.844,39968.89
1007263,ALTO COLUMBIA LLC,BOARDMAN,OR,97818,325193,"C,PP","Other,Suppliers of CO2",35520.616,39213.852,36733.812,37226.56,39592.4,37739.108,38545.104,35691.716,35785.216,36610.912
1007264,ALTO MAGIC VALLEY LLC,BURLEY,ID,83318,325193,C,Other,15623.092,64768.456,61714.068,64287.008,66551.5,67408.496,66590.9,63403.812,54795.844,63501.56
1003268,ALTON STEEL COMPANY,ALTON,IL,62002,331110,"C,Q",Metals,30371.288,34862.128,33551.38,33929.94,32031.844,41463.996,59393.212,57712.064,64545.108,65345.11
1005184,ALYESKA PIPELINE SE/TAPS PUMP STATION 01,PRUDHOE BAY,AK,99734,486110,C,Other,63920.46,56021.94,62235.316,62235.416,62664.064,85080.126,91022.79,92324.572,91589.026,92640.196
1005781,"ALYESKA PIPELINE SERVICE COMPANY, Valdez Marine Terminal",VALDEZ,AK,99686,486110,C,Other,26580.02,26807.414,29009.724,27560.35,33640.116,35499.838,80079.608,100292.59,90501.032,75499.388
1005491,"AM/NS Calvert, LLC",CALVERT,AL,36513,331110,C,Metals,467304.04,524311.976,519879.392,519993.192,488125.312,447237.116,441289.688,341648.364,286067.372,244570.028
1005712,AMALGAMATED SUGAR CO LLC,TWIN FALLS,ID,83301,311313,"C,S",Minerals,252307.822,279557.628,274006.84,285936.05,268434.222,271558.444,293749.222,332392.618,296307.61,301143.43
1005707,AMALGAMATED SUGAR CO LLC,NAMPA,ID,83687,311313,"C,S,TT","Minerals,Waste",349799.658,340142.542,309560.626,350522.766,338370.852,359716.252,370065.748,421932.68,319180.27,328032.212
1006412,AMALGAMATED SUGAR CO LLC,PAUL,ID,83347,311313,"C,S,TT","Minerals,Waste",285996.076,274333.674,258899.068,272002.238,261186.878,277341.29,327914.026,299962.02,294606.2,318097.474
1007178,AMEA Sylacauga Plant,SYLACAUGA,AL,35150,221112,D,Power Plants,22422.116,28256.744,20672.172,14838.344,28254.144,39003.504,17007.536,508.448,4299.584,5046.732
1004732,AMERICAN ACRYL PASADENA,PASADENA,TX,77507,325199,C,Chemicals,83200.736,71988.028,79810.0,77351.308,75150.468,76007.364,78388.004,83257.136,62250.916,40099.648
1005432,AMERICAN AIRLINES,TULSA,OK,74116,481111,C,Other,40397.118,42300.298,40061.766,37408.97,35093.478,38144.708,43234.474,41971.868,42154.82,45317.504
1004417,AMERICAN AVENUE LANDFILL,KERMAN,CA,93630,562212,"C,HH",Waste,129155.5,154659.35,166702.65,141660.0,110888.75,94792.05,72595.6,55548.1,87070.8,89404.2
1005327,AMERICAN CAST IRON PIPE CO,BIRMINGHAM,AL,35207,331511,C,Metals,147810.112,152462.54,170180.712,154579.824,148682.196,155966.068,137031.772,131035.43,115849.754,126332.406
1008041,AMERICAN COLLOID,Colony,WY,82710,212325,C,Other,52817.392,70691.08,82043.552,77109.878,72511.058,105591.724,109726.094,73146.894,70581.548,97287.54
1006354,AMERICAN CRYSTAL SUGAR - CROOKSTON,CROOKSTON,MN,56716,311313,"C,S,TT","Minerals,Waste",260091.952,326691.436,367652.52,355411.914,331989.602,320408.082,314074.976,308712.23,305108.52,298458.88
